"SESSION_ID","MC","SDC","NC","MI","SDI","NI","study_name","SDPooled","StroopEffect"
7437628,959.666666666667,325.34847983867,21,1089.64285714286,540.502784064876,42,"cebersole.ashland",480.691208429118,0.270394357535575
7437651,641.044642857143,289.384606443447,21,506.456445993031,136.605929263402,42,"cebersole.toronto",199.999073163229,-0.672944102867254
7437677,696.428571428571,261.059298135227,21,627.261904761905,112.602919756758,42,"cebersole.florida",175.690453471615,-0.393684832043771
7437678,710.952380952381,287.743197346258,21,907.212543554007,578.464227279322,42,"cebersole.florida",502.051174719929,0.390916648509209
7437696,1026.52380952381,304.989773442917,21,1750.80487804878,1499.41667356863,41,"cebersole.psuabington",1236.86694027773,0.585577190997068
7437724,2010.61904761905,1654.25407589616,21,2466.39682539683,1166.18704559749,42,"cebersole.psuabington",1345.85466897723,0.338653042028782
7437746,604.571428571429,216.479230280545,21,680.942084942085,319.699993856952,42,"cebersole.ashland",289.934890141825,0.263406230044611
7437782,579.761904761905,75.876152223149,21,638.505226480836,277.09642575521,42,"cebersole.nova",231.290868088981,0.253980289858793
7437796,524.619047619048,166.478970500924,21,620.062271062271,195.823433525821,42,"cebersole.florida",186.711158280467,0.511181143763534
7437797,620.071428571429,273.396062778631,21,595.578397212544,140.436519747766,42,"cebersole.florida",194.326377565884,-0.126040693320601
7437807,857.721428571429,354.154746746189,21,785.496428571429,395.539121456762,42,"cebersole.psuabington",382.464200694191,-0.188841203618294
7437886,563.121428571429,151.153248866365,21,581.738095238095,139.957843744292,42,"cebersole.toronto",143.724589309586,0.129530143422889
7437914,596.809523809524,340.636994327924,21,577.993031358885,209.679142758961,42,"cebersole.ashland",259.988975091873,-0.0723741937287518
7437937,565.285714285714,136.414127881661,21,616.78021978022,211.706764070881,42,"cebersole.florida",190.33129864176,0.270551957885959
7438050,823.47619047619,415.910641730603,21,861.480836236934,319.993712226829,42,"cebersole.ithaca",354.314583028545,0.107262437339988
7438052,511.238095238095,138.866448345849,21,576.651567944251,234.10014969748,42,"cebersole.ithaca",207.743374680709,0.314876336281206
7438080,639.021428571429,166.098779775341,21,759.404761904762,347.884411664579,42,"cebersole.psuabington",300.647994486247,0.400412893287535
7438089,619.857142857143,111.01544294119,21,1027.28571428571,493.878492300277,42,"cebersole.nova",409.858895008185,0.994070340770413
7438097,694.380952380952,191.554294180652,21,906.395604395604,502.625662849839,42,"cebersole.psuabington",426.418477353667,0.497198557929303
7438101,713.047619047619,237.568125567624,21,829.328571428571,339.251938388491,42,"cebersole.toronto",309.614759873647,0.375566566750262
7438106,533.321428571429,376.089942225071,21,542.546428571429,217.729708287776,42,"cebersole.toronto",279.710862234541,0.032980485370871
7438163,665.190476190476,206.576770002733,21,903.116541353383,402.907061744328,42,"cebersole.florida",350.857903016017,0.678126566674618
7438220,1073.92142857143,1142.9168319011,21,979.446886446886,475.060421799025,42,"cebersole.psuabington",761.557466606726,-0.124054383637643
7438244,566.095238095238,333.338852335263,21,581.627177700348,219.223562854795,42,"cebersole.mississippi",262.169811083736,0.0592438143083893
7438247,702.285714285714,149.265918031258,21,797.238095238095,226.205799835482,42,"cebersole.psuabington",204.199272038406,0.464998626119109
7438372,675.714285714286,212.774797111205,21,729.546428571429,336.811782885623,42,"cebersole.toronto",301.813957092031,0.178362006104072
7438377,544.238095238095,89.9527124448756,21,707.596428571429,388.418847998956,42,"cebersole.toronto",322.57842025935,0.506414326172205
7438383,750.827067669173,519.959646352086,21,646.749128919861,179.742957835561,42,"cebersole.psuabington",332.200054362918,-0.313298981690143
7438428,814.821428571429,350.40925307825,21,795.602787456446,265.418282379716,42,"cebersole.psuabington",295.985554098493,-0.0649310104796106
7440002,526.571428571429,175.131827897893,21,641.511278195489,213.687484651404,42,"cebersole.nova",201.859354048094,0.569405614944527
7440119,660.238095238095,128.792431750435,21,657.428571428571,174.109741515495,42,"cebersole.nova",160.666240715163,-0.0174867090747745
7440263,636.821428571429,201.010061048837,21,636.236933797909,154.433226068239,42,"cebersole.nova",171.107068710503,-0.0034159592465936
