"referrer","partgender","anchoring","anch_n","anch_m","anch_sd","study"
"lse     ",1,1,84,25973.2023809524,14150.6669686395,4
"luc     ",0,0,5,3630,6394.88076511204,4
"luc     ",1,0,46,2510.5,7363.82376139522,4
"luc     ",0,1,14,23357.1428571429,15622.2580011644,4
"luc     ",1,1,65,27738.4769230769,13266.8421086035,4
"mcdaniel",0,0,11,1391.45454545455,2876.19232192969,4
"mcdaniel",1,0,37,2833.75675675676,5957.73805607,4
"mcdaniel",0,1,10,24921.45,13093.1511368221,4
"mcdaniel",1,1,26,23281,13305.6418860572,4
"msvu    ",0,0,2,375,318.198051533946,4
"msvu    ",1,0,31,2729.70967741935,4782.25843574315,4
"msvu    ",0,1,11,19309.0909090909,13283.1061537168,4
"msvu    ",1,1,37,26804.1081081081,15109.2555147568,4
"mturk   ",0,0,218,4476.4128440367,7780.73603866811,4
"mturk   ",1,0,235,3015.85531914894,5575.29875826715,4
"mturk   ",0,1,229,26126.5720524017,12971.698602075,4
"mturk   ",1,1,247,27300.1174089069,13634.3661024125,4
"osu     ",0,0,13,6142.30769230769,11270.2655646367,4
"osu     ",1,0,34,1205.58823529412,2124.10186535459,4
"osu     ",0,1,19,27492.2105263158,12928.9871373461,4
"osu     ",1,1,27,25447.4814814815,16221.8731877918,4
"oxy     ",0,0,18,4331.83333333333,5724.9521369692,4
"oxy     ",1,0,36,2828.33333333333,5531.95522138679,4
"oxy     ",0,1,13,18400,12947.5222854928,4
"oxy     ",1,1,43,26113.9534883721,12310.9046009228,4
"pi      ",0,0,198,4627.44918181818,6529.21242962582,4
"pi      ",1,0,331,3515.45921450151,5829.34969765701,4
"pi      ",0,1,215,24882.0139534884,12829.3359967158,4
"pi      ",1,1,432,26769.4259259259,14259.3977886096,4
"psu     ",0,0,4,376.25,355.794299186107,4
"psu     ",1,0,36,2167.86111111111,4473.31678257885,4
"psu     ",0,1,7,32007.4285714286,10181.3126013159,4
"psu     ",1,1,37,27772.9189189189,10965.8784782068,4
"qccuny  ",0,0,12,4753,5913.24267294104,4
"qccuny  ",1,0,30,2405,6926.04417622603,4
"qccuny  ",0,1,7,26857.1428571429,17101.9352845282,4
"qccuny  ",1,1,41,31223.6341463415,12323.410302664,4
"qccuny2 ",0,0,10,2943,3984.69307336072,4
"qccuny2 ",1,0,17,523.647058823529,313.358608701052,4
"qccuny2 ",0,1,19,27891.5263157895,17556.2259243723,4
"qccuny2 ",1,1,28,26767.8571428571,13182.7905091625,4
"sdsu    ",0,0,16,2436.375,4056.91255143613,4
"sdsu    ",1,0,40,1564.625,2132.19395480276,4
"sdsu    ",0,1,22,30909.0909090909,11871.9721589853,4
"sdsu    ",1,1,65,25723.8923076923,13479.2619490589,4
"swps    ",0,0,11,4147.63636363636,9254.58388338155,4
"swps    ",1,0,21,1493.71428571429,3347.26721584724,4
"swps    ",0,1,11,23636.3636363636,14115.7552208355,4
"swps    ",1,1,23,33304.347826087,14894.888637042,4
"swpson  ",0,0,19,5653.63157894737,8236.0556714602,4
"swpson  ",1,0,52,3648.80769230769,7221.62574721792,4
"swpson  ",0,1,26,24457.7692307692,12510.5136499112,4
"swpson  ",1,1,41,28458.0243902439,14364.8452488842,4
"tamu    ",0,0,26,4678.57692307692,6331.55495702645,4
"tamu    ",1,0,44,2873.45454545455,5478.93600456073,4
"tamu    ",0,1,26,27032.3461538462,14867.5973578579,4
"tamu    ",1,1,67,28250.7462686567,12370.1329349601,4
"tamuc   ",0,0,5,2145,4391.34091138459,4
"tamuc   ",1,0,42,3343.42857142857,6247.09692633055,4
"tamuc   ",0,1,9,27255.5555555556,17292.7088039375,4
"tamuc   ",1,1,21,30601.619047619,12382.6408309221,4
"tamuon  ",0,0,18,3207.38888888889,5019.13792854427,4
"tamuon  ",1,0,81,3751.34567901235,7824.25792513337,4
"tamuon  ",0,1,28,30913.5,13353.1471959623,4
"tamuon  ",1,1,82,27929.6829268293,13714.0501179981,4
"tilburg ",0,0,10,5059.8,6232.41030242536,4
"tilburg ",1,0,33,1901,3815.31219233761,4
"tilburg ",0,1,7,27673.1428571429,13542.6677262221,4
"tilburg ",1,1,16,24593.75,16080.2350210852,4
"ufl     ",0,0,12,2003.33333333333,3236.21364991231,4
"ufl     ",1,0,47,820.276595744681,1609.45889775749,4
"ufl     ",0,1,17,33312.3529411765,14544.0926149639,4
"ufl     ",1,1,37,30036.5405405405,11477.3283854025,4
"unipd   ",0,0,24,2656.25,4614.39883738226,4
"unipd   ",1,0,39,2174.71794871795,4107.84103846545,4
"unipd   ",0,1,20,22935,14324.0789177561,4
"unipd   ",1,1,21,21628.5714285714,16508.6990055892,4
"uva     ",0,0,16,3704.9375,5420.06427352727,4
"uva     ",1,0,26,2680.38461538462,3106.37935966518,4
"uva     ",0,1,7,28195.5714285714,7132.09206935204,4
"uva     ",1,1,26,28484.5384615385,10501.4615905816,4
"vcu     ",0,0,10,2080,2961.90629306345,4
"vcu     ",1,0,33,2097.87878787879,5433.53088330677,4
"vcu     ",0,1,13,31636.7692307692,15337.3566505327,4
"vcu     ",1,1,40,28275.65,13756.6444170789,4
"wisc    ",0,0,9,1311.55555555556,2544.27711300829,4
"wisc    ",1,0,38,2476.18421052632,3508.31706674654,4
"wisc    ",0,1,6,30000,14142.135623731,4
"wisc    ",1,1,35,26671.4285714286,9218.70130666531,4
"wku     ",0,0,6,3071,5384.58596365589,4
"wku     ",1,0,29,2475.48275862069,6726.87113969409,4
"wku     ",0,1,19,32368.4210526316,10698.9642609605,4
"wku     ",1,1,37,32527.027027027,13671.7195668985,4
"wl      ",0,0,7,1335.71428571429,1683.42762583622,4
"wl      ",1,0,29,2849.79310344828,5997.51554145137,4
"wl      ",0,1,5,23400,16516.6582576501,4
"wl      ",1,1,42,24582.1428571429,11694.775889304,4
"wpi     ",0,0,23,6194.65217391304,8427.21773135711,4
"wpi     ",1,0,21,2716.42857142857,5640.96781209952,4
"wpi     ",0,1,17,25529.4117647059,11385.943346177,4
"wpi     ",1,1,19,25842.1052631579,16651.7038097031,4
